🇨🇳云南①,#genre#
爱情喜剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010000/1.m3u8
东北热剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010021/1.m3u8
精品萌宠,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010146/1.m3u8
咪咕全民热练,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010147/1.m3u8
惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/1.m3u8
怡伴健康,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010082/1.m3u8
军事评论,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010080/1.m3u8
精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/1.m3u8
超级体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8
超级电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010064/1.m3u8
电子竞技,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010084/1.m3u8
金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/1.m3u8
超级综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010062/1.m3u8
精品纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010076/1.m3u8
精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/1.m3u8
中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/1.m3u8
超级电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010065/1.m3u8
哒啵赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010120/1.m3u8
农业致富,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010085/1.m3u8
热播精选,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010121/1.m3u8
炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/1.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225714/index.m3u8$4.0M_1080
超级体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225715/index.m3u8$4.1M_1080
超级电视剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225716/index.m3u8$4.1M_1080
超级电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225717/index.m3u8$4.0M_1080
明星大片,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225664/index.m3u8$4.1M_1080
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/index.m3u8$4.0M_1080
精品大剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225670/index.m3u8$4.0M_1080
精品纪录,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225672/index.m3u8$4.1M_1080
金牌综艺,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225666/index.m3u8$4.0M_1080
精品萌宠,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226505/index.m3u8$4.1M_1080
中国功夫,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225681/index.m3u8$4.0M_1080
动作电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225661/index.m3u8$4.0M_1080
惊悚悬疑,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225665/index.m3u8$4.0M_1080
军事评论,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225668/index.m3u8$4.1M_1080
古装剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225663/index.m3u8$4.0M_1080
家庭剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225677/index.m3u8$4.0M_1080
爱情喜剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225669/index.m3u8$4.0M_1080
欢乐剧场,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225742/index.m3u8$4.1M_1080
热播精选,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225671/index.m3u8$4.0M_1080
潮妈辣婆,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225685/index.m3u8$4.0M_1080
东北热剧,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225741/index.m3u8$4.0M_1080
怡伴健康,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225673/index.m3u8$4.0M_1080
农业致富,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225683/index.m3u8$4.0M_1080
炫舞未来,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225719/index.m3u8$4.0M_1080
哒啵赛事,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225675/index.m3u8$4.0M_1080
全民热练,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226508/index.m3u8$8.1M_1080
精彩足球,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8$8.1M_1080
咪咕视频,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226398/index.m3u8$8.0M_1080
综合体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8$8.1M_1080
求索动物,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225730/index.m3u8
求索纪录,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225713/index.m3u8
求索科学,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225728/index.m3u8
求索生活,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225715/index.m3u8
纪实人文,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225673/index.m3u8
爱情喜剧,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225533/index.m3u8
超级电视剧,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225637/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225644/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225635/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225642/index.m3u8
潮妈辣婆,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225542/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225679/index.m3u8
动作电影,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225555/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225524/index.m3u8
家庭剧场,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225538/index.m3u8
家庭剧场,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225682/index.m3u8
金牌综艺,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225525/index.m3u8
惊悚悬疑,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225553/index.m3u8
精品大剧,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225536/index.m3u8
精品纪录,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225545/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225526/index.m3u8
军旅剧场,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225560/index.m3u8
军事评论,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225535/index.m3u8
明星大片,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225550/index.m3u8
农业致富,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225552/index.m3u8
武搏世界,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225547/index.m3u8
炫舞未来,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225646/index.m3u8
怡伴健康,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225571/index.m3u8
中国功夫,http://[2409:8087:1a01:df::7005]/PLTV/88888888/224/3221225604/index.m3u8
虎牙电影①,#genre#
电影_星爷,http://cfss.cc/cdn/hy/11342412.flv
电影_英叔,http://cfss.cc/cdn/hy/11342421.flv
电影_发哥,http://cfss.cc/cdn/hy/11342387.flv
电影_成龙,http://cfss.cc/cdn/hy/11342386.flv
电影_王晶,http://cfss.cc/cdn/hy/11602058.flv
电影_沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影_黄渤,http://cfss.cc/cdn/hy/11352876.flv
电影_强森,http://cfss.cc/cdn/hy/21059581.flv
电影_漫威,http://cfss.cc/cdn/hy/11602034.flv
电影_宇宙,http://cfss.cc/cdn/hy/11342428.flv
电影_怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影_贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影_玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影_谍战,http://cfss.cc/cdn/hy/21059585.flv
电影_战争,http://cfss.cc/cdn/hy/21059592.flv
电影_喜剧,http://cfss.cc/cdn/hy/11352877.flv
电影_港片,http://cfss.cc/cdn/hy/11602043.flv
电影_国产,http://cfss.cc/cdn/hy/11352973.flv
电影_周星星,http://cfss.cc/cdn/hy/11336587.flv
电影_李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影_洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影_梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影_许冠英,http://cfss.cc/cdn/hy/11601972.flv
电影_刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影_斯坦森,http://cfss.cc/cdn/hy/21059588.flv
电影_蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影_贺岁片,http://cfss.cc/cdn/hy/11601986.flv
电影_功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影_黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影_丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影_灾难片,http://cfss.cc/cdn/hy/11602075.flv
电影_谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影_战争片,http://cfss.cc/cdn/hy/21059574.flv
电影_古装片,http://cfss.cc/cdn/hy/11336590.flv
电影_高分动作,http://cfss.cc/cdn/hy/11352884.flv
电影_动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影_搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
电影_喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影_欢笑影院,http://cfss.cc/cdn/hy/11352894.flv
电影_不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影_国产悬疑,http://cfss.cc/cdn/hy/11342395.flv
电影_快意江湖,http://cfss.cc/cdn/hy/11342435.flv
电影_黑帮斗争,http://cfss.cc/cdn/hy/11342419.flv
电影_古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影_嫣然影厅,http://cfss.cc/cdn/hy/11601977.flv
电影_女神系列,http://cfss.cc/cdn/hy/11336571.flv
电影_经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影_经典港片,http://cfss.cc/cdn/hy/11352965.flv
电影_喜乐影院,http://cfss.cc/cdn/hy/21059580.flv
电影_蘑菇影厅,http://cfss.cc/cdn/hy/11601981.flv
电影_搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影_死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影_变形金刚,http://cfss.cc/cdn/hy/21059596.flv
电影_怪兽系列,http://cfss.cc/cdn/hy/21059554.flv
搞笑_陈翔六点半,http://cfss.cc/cdn/hy/11274154.flv

虎牙电影②,#genre#
虎牙-周星驰,https://live.metshop.top/huya/11342412
虎牙-林正英,https://live.metshop.top/huya/11342421
虎牙-陈翔六点半,https://live.metshop.top/huya/11274154
虎牙-沈腾,https://live.metshop.top/huya/11601968
虎牙-成龙,https://live.metshop.top/huya/11342386
虎牙-李连杰,https://live.metshop.top/huya/11342390
虎牙-刘德华,https://live.metshop.top/huya/11342424
虎牙-王晶,https://live.metshop.top/huya/11602058
虎牙-成龙,http://zby.xjqxz.top/cldy/live.m3u8
虎牙-周星驰,http://zby.xjqxz.top/live12/live.m3u8
虎牙-李连杰,http://zby.xjqxz.top/lljdy/live.m3u8
虎牙-中华小当家,https://live.metshop.top/huya/11342413
虎牙-猫和老鼠,https://live.metshop.top/huya/11352879
虎牙-杰森·斯坦森,https://live.metshop.top/huya/21059588
虎牙-喜剧专场,https://live.metshop.top/huya/11602044
虎牙-甄子丹,https://live.metshop.top/huya/11352935
虎牙-巨石强森,https://live.metshop.top/huya/21059581
虎牙-洪金宝,https://live.metshop.top/huya/11279251
虎牙-詹姆斯邦德,https://live.metshop.top/huya/21059585
虎牙-徐克,https://live.metshop.top/huya/11352909
虎牙-周润发,https://live.metshop.top/huya/11342387
虎牙-徐峥,https://live.metshop.top/huya/11602043
虎牙-许氏三杰,https://live.metshop.top/huya/11602033
虎牙-黄渤,https://live.metshop.top/huya/11352876
虎牙-张卫健,https://live.metshop.top/huya/11342423
虎牙-冯小刚,https://live.metshop.top/huya/11352906
虎牙-百鸟朝凤,https://live.metshop.top/huya/15894162
虎牙-电锯惊魂系列,https://live.metshop.top/huya/11352903
虎牙-电影,https://live.metshop.top/huya/618917
虎牙-港台电影,https://live.metshop.top/huya/880261
虎牙-高分电影,https://live.metshop.top/huya/16615910
虎牙-搞笑僵尸片,https://live.metshop.top/huya/11352963
虎牙-国产青春,https://live.metshop.top/huya/11602075
虎牙-好莱坞,https://live.metshop.top/huya/21059587
虎牙-黑帮斗争,https://live.metshop.top/huya/11342419
虎牙-红海行动,https://live.metshop.top/huya/11601986
虎牙-极限挑战],https://live.metshop.top/huya/11352914
虎牙-金庸的武侠世界,https://live.metshop.top/huya/11342435
虎牙-金庸电影,https://live.metshop.top/huya/11352897
虎牙-经典高智商,https://live.metshop.top/huya/11352962
虎牙-经典好片,https://live.metshop.top/huya/11342427
虎牙-经典喜剧片,https://live.metshop.top/huya/11352894
虎牙-精彩不断,https://live.metshop.top/huya/24396428
虎牙-精忠岳飞南征北战,https://live.metshop.top/huya/11336578
虎牙-警匪,https://live.metshop.top/huya/11352886
虎牙-看救援电影,https://live.metshop.top/huya/21059586
虎牙-科幻电影,https://live.metshop.top/huya/11602034
虎牙-路飞,https://live.metshop.top/huya/16913382
虎牙-麻雀,https://live.metshop.top/huya/11352881
虎牙-命案十三宗,https://live.metshop.top/huya/11601981
虎牙-魔法世界,https://live.metshop.top/huya/21059580
虎牙-欧美电影,https://live.metshop.top/huya/11352880
虎牙-欧美电影,https://live.metshop.top/huya/21059581
虎牙-欧美娱乐,https://live.metshop.top/huya/21059574
虎牙-倩女幽魂,https://live.metshop.top/huya/11601970
港台电影,https://live.metshop.top/huya/880261
黑帮斗争,https://live.metshop.top/huya/11342419
欧美电影,https://live.metshop.top/huya/11601986
金庸电影,https://live.metshop.top/huya/11352897
经典电影,https://live.metshop.top/huya/11352962
经典好片,https://live.metshop.top/huya/11342427
经典喜剧片,https://live.metshop.top/huya/11352894
警匪,https://live.metshop.top/huya/11352886
救援电影,https://live.metshop.top/huya/21059586
科幻电影,https://live.metshop.top/huya/11602034
电影22,https://live.metshop.top/huya/11601981
欧美电影,https://live.metshop.top/huya/11352880
欧美电影,https://live.metshop.top/huya/21059581
电影23,https://live.metshop.top/huya/11601970
史诗级战争电影,https://live.metshop.top/huya/21059556
电影24,https://live.metshop.top/huya/21059579
电影55,https://live.metshop.top/huya/23652317
喜剧专场,https://live.metshop.top/huya/11602044
电影26,https://live.metshop.top/huya/21059577
电影77,https://live.metshop.top/huya/11601971
电影78,https://live.metshop.top/huya/11342414
虎牙-神话,https://live.metshop.top/huya/11352913
虎牙-生活大爆炸,https://live.metshop.top/huya/11342417
虎牙-史诗级战争电影,https://live.metshop.top/huya/21059556
虎牙-孙悟空,https://live.metshop.top/huya/11342395
虎牙-太空混战,https://live.metshop.top/huya/21059579
虎牙-天雷滚滚,https://live.metshop.top/huya/11352945
虎牙-天龙八部,https://live.metshop.top/huya/11602041
虎牙-歪果仁动作,https://live.metshop.top/huya/21059552
虎牙-文成公主,https://live.metshop.top/huya/11352974
虎牙-我是大哥大,https://live.metshop.top/huya/23652317
虎牙-喜剧合家欢,https://live.metshop.top/huya/11352877
虎牙-喜剧专场,https://live.metshop.top/huya/11602044
虎牙-小鲤鱼,https://live.metshop.top/huya/11601961
虎牙-悬疑推理,https://live.metshop.top/huya/17445539
虎牙-杨门女将,https://live.metshop.top/huya/11336590
虎牙-医馆笑传,https://live.metshop.top/huya/11352891
虎牙-异形世界,https://live.metshop.top/huya/21059577
虎牙-甄嬛传,https://live.metshop.top/huya/11601971
虎牙-止戈电影,https://live.metshop.top/huya/19863777
虎牙-中国功夫,https://live.metshop.top/huya/11352941
虎牙-朱雀青龙,https://live.metshop.top/huya/11352905
虎牙-捉妖记,https://live.metshop.top/huya/11342414
斗鱼电影1y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=2ccc7b4ba29208aaba62dae54cbbd68c&token=cpn-androidmpro-0-20415-b6774b3b3249db17fff84d73c7585c95e780dbccdb08e4bc&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电2y,http://tc-tct.douyucdn2.cn/dyliveflv1/122402rK7MO9bXSq_2000.flv?wsAuth=8cea39337984fd3341cc9ec569502e4f&token=cpn-androidmpro-0-122402-0fcea45d2300cfa0ac75fafd8679bb53af10de8c33ae99d9&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
斗鱼电影3y,http://tc-tct.douyucdn2.cn/dyliveflv1/85894rmovieChow_2000.flv?wsAuth=7d054e041804e80af8aa7e975e2d8573&token=cpn-androidmpro-0-85894-a3575d938a4aa309c687f5fb85a1009fc65cfbeeb2672310&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=pla
斗鱼电影4y,http://tc-tct.douyucdn2.cn/dyliveflv1a/20415rnWbjg6Ex1K_2000.flv?wsAuth=99705a1921ddd49fb7079a02f02bedc4&token=cpn-androidmpro-0-20415-b6774b3b3249db17d8beee6676fdf877fe8b1576307ef8e6&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=p
许氏三杰,https://live.metshop.top/huya/11602033
许冠英,https://live.metshop.top/huya/11601972
五福星,https://live.metshop.top/huya/11282233
周星驰,https://live.metshop.top/huya/11342412
成龙,https://live.metshop.top/huya/11342386
成龙2,http://jxiptv.xn--9kqp7k2rd.com/svip/YY_.php?t=1354888751
周润发,https://live.metshop.top/huya/11342387
李连杰,https://live.metshop.top/huya/11342390
邱淑贞,https://live.metshop.top/huya/11352949
刘德华,https://live.metshop.top/huya/11342424
林正英,https://live.metshop.top/huya/11342421
徐峥,https://live.metshop.top/huya/11602043
沈腾,https://live.metshop.top/huya/11601968
古天乐,https://live.metshop.top/huya/11602041
洪金宝,http://mmitv.top/pltv/huya.php?id=11279251
徐克,https://live.metshop.top/huya/11352909
黄渤,https://live.metshop.top/huya/11352876
冯小刚,https://live.metshop.top/huya/11352906
数码测评,https://live.metshop.top/huya/11352878
🌟埋堆堆🌟,#genre#
封神榜-温碧霞,https://live.metshop.top/huya/23749096
封神榜-温碧霞,http://cfss.cc/cdn/hy/23749096.flv
西游记-陈浩民,https://live.metshop.top/huya/23735126
西游记-陈浩民,http://cfss.cc/cdn/hy/23735126.flv
西游记-张卫健,https://live.metshop.top/huya/23728660
西游记-张卫健,http://cfss.cc/cdn/hy/23728660.flv
楚汉骄雄,https://live.metshop.top/huya/23740156
楚汉骄雄,http://cfss.cc/cdn/hy/23740156.flv
鹿鼎记-陈小春,https://live.metshop.top/huya/23865080
鹿鼎记-陈小春,http://cfss.cc/cdn/hy/23865080.flv
天龙八部-黄日华,https://live.metshop.top/huya/23903123
天龙八部-黄日华,http://cfss.cc/cdn/hy/23903123.flv
刑事侦缉档案,https://live.metshop.top/huya/23734169
刑事侦缉档案,http://cfss.cc/cdn/hy/23734169.flv
寻秦记,https://live.metshop.top/huya/23864973
寻秦记,http://cfss.cc/cdn/hy/23864973.flv
法证先锋,https://live.metshop.top/huya/23863804
法证先锋,http://cfss.cc/cdn/hy/23863804.flv
陀枪师姐,https://live.metshop.top/huya/23860039
陀枪师姐,http://cfss.cc/cdn/hy/23860039.flv
笑傲江湖,https://live.metshop.top/huya/23865142
笑傲江湖,http://cfss.cc/cdn/hy/23865142.flv
洗冤录,https://live.metshop.top/huya/23903130
洗冤录,http://cfss.cc/cdn/hy/23903130.flv
倚天屠龙记,https://live.metshop.top/huya/23734246
倚天屠龙记,http://cfss.cc/cdn/hy/23734246.flv
神雕侠侣,https://live.metshop.top/huya/23865171
神雕侠侣,http://cfss.cc/cdn/hy/23865171.flv
鉴证实录,https://live.metshop.top/huya/23903183
鉴证实录,http://cfss.cc/cdn/hy/23903183.flv
创世纪,https://live.metshop.top/huya/23749083
创世纪,http://cfss.cc/cdn/hy/23749083.flv
使徒行者,https://live.metshop.top/huya/23734256
使徒行者,http://cfss.cc/cdn/hy/23734256.flv
金枝欲孽,https://live.metshop.top/huya/23865036
金枝欲孽,http://cfss.cc/cdn/hy/23865036.flv
大唐双龙传,https://live.metshop.top/huya/23728674
大唐双龙传,http://cfss.cc/cdn/hy/23728674.flv
妙手仁心,https://live.metshop.top/huya/23829543
妙手仁心,http://cfss.cc/cdn/hy/23829543.flv
扫黄先锋,https://live.metshop.top/huya/23903196
扫黄先锋,http://cfss.cc/cdn/hy/23903196.flv
笑看风云,https://live.metshop.top/huya/23865058
笑看风云,http://cfss.cc/cdn/hy/23865058.flv
大时代,https://live.metshop.top/huya/23865161
大时代,http://cfss.cc/cdn/hy/23865161.flv
鹿鼎记-梁朝伟,https://live.metshop.top/huya/23734183
鹿鼎记-梁朝伟,http://cfss.cc/cdn/hy/23734183.flv
野蛮奶奶大战戈师奶,https://live.metshop.top/huya/23863796
野蛮奶奶大战戈师奶,http://cfss.cc/cdn/hy/23863796.flv
射雕英雄传-张智霖,https://live.metshop.top/huya/23824164
射雕英雄传-张智霖,http://cfss.cc/cdn/hy/23824164.flv
大头绿衣斗僵尸,https://live.metshop.top/huya/23865152
大头绿衣斗僵尸,http://cfss.cc/cdn/hy/23865152.flv

🇨🇳测试频道,#genre#
星光综合台,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
华丽翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
TVB星河国语,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
Astro AOD,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
欢笑剧场4K,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000002000009455
华数4K电影,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000014
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
澳门莲花,http://php.jdshipin.com:8880/amlh.php
TVB PLUS,http://php.jdshipin.com:8880/TVOD/iptv.php?id=j2
CRTV1,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8
CRTV2人民铁道频道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
电子竞技,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010084/1.m3u8
风尚购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010089/1.m3u8
央广购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010129/1.m3u8
中视购物,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010134/1.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
CEC国际教育,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际健康,http://play.cec-tv.com.cn/channel/cec-tv4.m3u8
🌴湖北IPV6,#genre#
CCTV1,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN111128BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUU6FFmRK8Hl0ytyd5e5kWGEwoDIwMxbrlyyVy9x6ZDKnldIYKOjBOUjRyoym5n7Kg0yIYstFTUfqtC14fzxhy5Y
CCTV2,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000036BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfGVSARKsxkWGZw7vFUuOj2QZHeRzosIxVbl7i2QHFATHA3k5wDWG1qHkZQAleNv%2FbI
CCTV3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74
CCTV5,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638727e617ca0/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSPTZ4CK5oLfjaEYe9dogNMSXw4ajlL%2FoUYC2RZQQDco6uQSifXBocz5ID6RePfIKQ4rFWiHjq%2FeZoDmrzW%2FKlw
CCTV6,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728804b1f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdazJhFQmuq4XUiks9ZrIlJN%2BknLs8H%2BSxcDXy%2BTesEc8Q0KCN89MjYoj85Sol1kbKI4
CCTV7,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000038BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHYKFve4MwNzRa0jPXeHjqnBjPmzSdKDNWNHhnZSaMGCXKmdx8d%2BnYdhVK5ge22ot4
CCTV8,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728970aa82/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaymid9ta2tVUW0%2FdVrFqszC1EVEkAbpip1IYxn%2Ba2aA%2BVAihIiw9D8ejUsDbfU0K68
CCTV9,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000039BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfHArfvJF2pWpm4RxcBNhZ7j9vEUeCQte%2BbQaOGNIUEEK%2B3RBE1BC9EUsM18gnb%2FyAA
CCTV10,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3949784BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUXt3TPFwzzdHCkOT9AjSv5OuXozn3alq9%2BUx7ZLG1w9aOfkLjZvYj56D3xkOAtSOIoLsdw8c1%2BCwLDg1aS4esN4
